Region,Latitude,Longitude,Crime_Type,FIR_Count,Crime_Rate,PM2.5,PM10,NO2,SO2,CO,O3,Population_Density,Smoking_Prevalence,Industrial_Activity,Accidents,Survival_Rate,Lung_Disease_Probability
East Ludhiana,30.939926860108972,75.97710297713056,Domestic Violence,18,0.044724920699372894,93.04402850568295,124.51248073484749,47.7470423001796,15.673311901045963,0.9769223004113883,40.488162357360125,24003.023426048458,16.801440962590277,5.073681152425706,29,90.8074283095647,40
West Ludhiana,30.972185034723953,75.97108386380133,Domestic Violence,47,0.07193042432889343,24.188073091208935,53.01000119652599,37.842250594403595,18.88633155846037,0.6823497350560501,75.81117005553097,11272.897743619978,18.894717912189662,0.10134870419278741,21,92.92518437405292,23.66884524770504
East Ludhiana,30.837593238800764,75.93781309162732,Theft,11,0.08029513275949285,81.77497977390885,50.24765187408775,33.83653854485601,37.79399231541902,1.192848541541025,21.11694518942386,8014.015555381775,21.70832941774279,6.943522468209267,25,91.53752044090294,37.60795033987516
West Ludhiana,30.831367324711756,75.83355510781985,Robbery,24,0.07282442368334159,64.46076489984989,90.24208849295974,17.618724287021905,17.585251746932045,1.9534811222692952,31.021533403545618,17269.415520131588,20.40208999067545,3.2230864954181015,18,93.04928756570654,36.31241133253503
South Ludhiana,30.85640832944773,75.8752596035134,Domestic Violence,46,0.024194963846821342,52.372542321681976,127.06127762794495,55.53649756126106,11.902860258705914,1.3879616492195055,28.51932846941054,5910.144024528563,18.442845311947167,7.188798824790865,14,93.36420615562145,38.322241550803504
South Ludhiana,30.984577296162023,75.85598645841237,Theft,50,0.02654409338021651,33.19652605801821,50.961275305598974,37.252848516218364,34.541120417416096,1.0939591091591865,77.59498313535005,24190.62245171517,12.124968599528074,7.388534932397306,26,87.33336491715085,28.50892838273366
Central Ludhiana,30.864916134579108,75.88322219513357,Theft,4,0.0805613524815999,98.79912270233035,71.68630107771605,16.41934113809839,9.255549566587433,0.8343737388495356,70.13734815176576,17296.201130375266,12.285091453231871,3.784847764763981,25,88.36106401630737,34.63736517162445
West Ludhiana,30.987702265102417,75.77082795009483,Theft,36,0.07935783167602495,89.16952896863222,78.20560166146606,26.544576932210475,22.297882742714137,0.6226388408103958,51.685797506943345,8321.384293958545,23.65495000500232,6.753672142513096,8,92.10263914777683,40
West Ludhiana,30.804929755441844,75.80489272633568,Assault,50,0.02233672017930076,29.98350404202938,52.5746991392225,37.56523241987452,10.24583813501522,1.2679374582367018,35.549823651090264,12013.338170945644,16.904123844578862,9.166131992824376,0,100,27.682478966079874
South Ludhiana,30.98525887900032,75.88678044434637,Theft,45,0.014993699381593615,60.17428947612643,92.40702476818115,55.622912573162466,14.147368049016222,1.7653718267101794,48.554542334750295,24568.842030130327,17.446528519503772,2.5776300113648176,26,87.6316202347837,40
South Ludhiana,30.94861271386035,75.94116508322767,Theft,27,0.08308873720467091,86.03979589417577,125.25648309383541,58.43502681469545,21.170859509147704,0.5401350983884186,70.2420906489715,14510.732181370258,12.418741332367063,4.382068945560604,11,87.80632567597102,38.60683211311216
West Ludhiana,30.928930612420665,75.72260496446397,Assault,35,0.016144735601264983,75.00058524310589,91.69638766907156,21.254741542506963,39.20025808154605,1.1716956169111654,26.823913985863328,21822.70677294582,29.570473739877343,0.23075225530192256,3,100,40
North Ludhiana,30.833089912775904,75.75686185189988,Theft,14,0.07323973353253678,23.405383098870516,111.36425123549998,10.110902497544885,34.23090651980601,0.5929390012752265,68.45339119900018,8314.763316884637,25.559907997958362,6.758498579729348,28,82.64678746811646,34.51665359684178
North Ludhiana,30.801121607050302,75.90804901646916,Assault,20,0.08520014316076413,49.41731909289956,59.69612405169755,37.10208414355293,39.38061467488296,0.9003910094033927,52.17872954905033,12690.682108514011,17.556685395538807,4.215572541579604,30,91.48999917327552,30.76658400640029
South Ludhiana,30.843522434914487,75.76743771836628,Assault,48,0.0259467303333804,54.34744834899902,59.55771538428962,50.10357582010329,7.485510058468208,0.8110024513443932,57.20048828050494,13427.01040674001,10.783398980274796,1.2118707806803286,2,98.12196312219653,27.11979734059752
South Ludhiana,30.89983532521874,75.70663554118947,Robbery,24,0.07816276129567996,93.93250305205584,82.89615933317691,47.70937150111422,10.99397249869071,0.9233164166798815,32.56088206078857,6007.813336327672,28.71229515876621,8.777783480472863,29,92.28655633980001,40
Central Ludhiana,30.979057870153337,75.71421803627163,Theft,10,0.07420591025147587,66.8259129114449,132.44969781953841,13.009873791597784,22.369000285398215,0.5432750103063881,63.16633025649935,7659.508623182774,17.15423623099923,3.3654121379368007,18,96.99310414711746,35.164897857204785
East Ludhiana,30.94603687520139,75.74499187015464,Domestic Violence,3,0.030630458930972965,26.579401716589928,92.92321905959398,41.287902779877186,34.476013402454555,1.178141191485338,79.51793589163572,17755.148019641638,25.506114368326962,9.228241913951933,20,97.52727984651833,36.16392988040993
West Ludhiana,30.826694250432777,75.94433515609708,Fraud,6,0.04152849462348968,80.75832452625036,64.04916937462986,12.92607971932739,21.286456596571952,1.5678980076918378,68.22638112585992,16459.795031696558,21.859065261669457,6.516263319645077,23,79.59056780519907,39.096899127079084
Central Ludhiana,30.957674073055387,75.99240503103938,Theft,23,0.03857763215899468,89.32416312396526,66.91958378069103,24.96211061021313,32.226759616751224,0.573153740959242,37.16435208451003,22865.846185013652,19.798839231953025,9.5845086220651865,5,98.56154551968632,40
West Ludhiana,30.981048783427106,75.92368344594725,Fraud,43,0.0917728536669165,66.32268806919456,71.75135393626988,31.692729578353465,28.07865003007464,0.5878358772024512,22.22616114653647,24216.227075085044,14.352232292294502,1.1795875779353082,10,96.88341834455787,33.928451618797155
Central Ludhiana,30.921255689533428,75.84066893479321,Domestic Violence,3,0.0496529363654554,98.53667048737407,89.60928989108652,27.633832606952637,27.2746953018941,1.1820516482694075,57.524825618602335,20465.31142666936,13.801301796920598,6.916155230719596,16,88.4019957888699,40
East Ludhiana,30.979736183816566,75.94579802157823,Fraud,9,0.019932330518495293,46.00271226838231,130.61394200194627,56.97336769895628,32.92050405521877,0.5086155113531277,51.5262924041599,8566.686077974737,16.155149349942803,2.156821854878217,9,93.79056739538332,35.14244604465527
East Ludhiana,30.984390791039914,75.81942060496658,Assault,35,0.020587128943298012,82.37339973449707,62.23312392830849,53.903018126729876,28.02453689626418,1.9581279072444886,52.35233168583363,20558.429672382772,28.665301352739334,2.1082228189334273,26,83.31059322440127,39.497950142673005
Central Ludhiana,30.98347801277414,75.83640168071724,Domestic Violence,33,0.06567848931998015,42.37659238278866,65.02244987059385,25.782031090930104,39.58457461674698,0.6181710349628702,30.057060313411057,5195.912788622081,27.175445719622076,8.091030062641948,4,98.7178699728601,32.32734401644376
Central Ludhiana,30.959894123161213,75.83603487159125,Theft,29,0.03533951013814658,54.26776746287942,50.26588689070195,25.969774697441608,35.78242847695947,0.5213485833955929,61.793586439453065,8859.987258911133,13.748443680815399,4.959877575747669,29,83.79829424515646,29.872535235438868
North Ludhiana,30.95672532906756,75.95283678455743,Robbery,2,0.02881333579076454,67.5799048319459,62.36919912043959,11.268838869873434,8.411768006626517,1.6282812727149576,31.701181503012776,6169.57675665617,14.310397934168577,8.261404228396714,23,83.3527564867447,30.363600779639384
Central Ludhiana,30.90006475071423,75.7904976518359,Assault,44,0.03864641887601465,48.176918011158705,94.67901601456106,43.934278425294906,37.730240491218865,1.6133446136955172,28.12644187361002,8332.394678145647,27.89890666026622,0.6197820883244276,30,78.78227789864523,34.92442335575687
West Ludhiana,30.88757604039274,75.95254171886481,Robbery,28,0.029078804242890333,79.00766370818019,84.89072290249169,58.92536482075229,29.19709690264426,1.2005154341459274,67.82335515134037,14384.852312505245,14.058867068961263,4.072160793002695,7,100,36.970784059861714
West Ludhiana,30.853984827362,75.94858889463357,Fraud,24,0.026466171017382294,54.802412297576666,93.58426600228995,51.873417724855244,7.7110782684758306,1.439359737909399,23.32197150681168,23124.499041587114,20.14741458930075,2.307348311878741,14,96.7609446616875,36.097858612707306
Central Ludhiana,30.955762362573296,75.8951226715697,Robbery,23,0.08770023351535201,74.42490434274077,73.27240442391485,51.06878620805219,21.938908877782524,1.2548798514762893,22.00831946451217,16805.1832402125,24.607618525624275,4.097699820995331,14,89.25418155860804,36.12282367960706
West Ludhiana,30.837551968498158,75.8218415337149,Fraud,48,0.03614182100631297,62.5372320599854,55.770301702432334,41.79051886545494,20.605382050853223,1.993247993174009,72.08298717159778,16802.279446274042,11.549361981451511,0.15379603719338775,19,87.50285956284749,31.046903737488826
South Ludhiana,30.949759592209013,75.72706342064775,Robbery,29,0.05947978916112334,54.309768583625555,65.1970656355843,23.345203723292798,36.44402097794227,1.4960508538642898,65.11126294732094,10887.029231525958,10.778437764383852,0.004194527864456177,4,99.08558439011878,26.81725997742483
West Ludhiana,30.984025739273058,75.92883369440679,Domestic Violence,11,0.025492974747903647,71.76883881911635,119.8541285470128,12.598824095912278,21.842627072473988,0.9314244666602463,64.43639561999589,7328.645372763276,19.015091964975,0.26127959601581097,11,97.52388688789823,37.65591268541642
Central Ludhiana,30.828444035118448,75.97993950801902,Robbery,46,0.02359662852017209,47.577480264008045,81.85732474084944,37.816453599371016,29.74366848822683,1.161249584867619,38.85361745022237,5560.9351908788085,26.965341875329614,4.917484666220844,12,99.02828409434186,33.030318298009256
East Ludhiana,30.9222130053211,75.9897935389541,Domestic Violence,2,0.03978430634131656,95.44350946322083,134.1343796811998,49.71464016940445,38.921468637418,0.9776518305297941,77.54665359854698,22240.8302500844,29.91660358849913,8.348328252322972,18,91.67310299799205,40
East Ludhiana,30.848365371860563,75.73236382650212,Robbery,46,0.013327183828223498,27.456642612814903,76.31615437567234,59.078941356856376,27.948186043649912,0.5762012909399346,61.62914325017482,20078.063090331852,12.483463576063514,3.1349733867682517,5,99.92540080532515,27.294877288844027
Central Ludhiana,30.982496728003024,75.98192869639024,Domestic Violence,12,0.031042775812093172,72.70178008824587,108.77178807277232,57.38866606494412,31.54046370764263,1.1073721962748095,63.38184489868581,6161.374170333147,29.841504665091634,0.5419577867724001,13,97.78393846569101,39.97852799386005
North Ludhiana,30.915429077856242,75.93215577623342,Domestic Violence,32,0.06653408771846443,68.28399499878287,122.56242516450584,37.80000667553395,10.288274715421721,0.5948991498444229,73.89723572414368,23425.323832780123,16.180459293536842,5.171765559352934,21,85.73069328918952,40
Central Ludhiana,30.80523278876208,75.79599240650423,Theft,44,0.0848568446515128,69.32128528133035,113.33494998980314,42.1990079828538,10.80771948909387,1.1833730029175058,69.39271246083081,20876.90248619765,26.796132777817547,3.0446144635789096,21,88.83697498254593,38.6624155987478
East Ludhiana,30.872032184852287,75.9643085004529,Theft,28,0.07659293420147151,77.377510946244,145.52999935112894,57.13529240107164,23.65117787499912,1.9760617490392178,48.37464385200292,16383.907441049814,14.801927232183516,7.466419928241521,4,95.38733662307821,40
South Ludhiana,30.85036199730821,75.84459544550627,Assault,39,0.0961277028080076,73.50605541840196,95.28469843789935,39.88255553646013,30.450075143016875,0.8387084502028301,76.97511956095695,5776.710035279393,18.44221987761557,7.929811701178551,27,91.23070763999435,38.94180261188433
North Ludhiana,30.9358707530424,75.71694278309587,Theft,37,0.0717514871666208,27.04113032668829,128.4240817418322,29.559453846886754,11.148130964720622,1.501018546638079,70.48418019898236,23279.67541757971,14.050449412316084,4.840390207245946,2,100,34.057740875780986
East Ludhiana,30.80392393129878,75.93631430850364,Fraud,27,0.031584409764036536,91.47809842601418,88.65177703555673,45.32326716231182,6.392264437163249,1.3200214757816866,68.08227170724422,13435.931438580155,16.846899073570967,6.045389038044959,10,89.84396869053693,40
Central Ludhiana,30.888447578949854,75.92238902039826,Domestic Violence,33,0.053238121292088186,80.86445780470967,104.88360421732068,26.85488362563774,39.725058580515906,1.5756679442711174,55.184794389642775,11583.47254153341,21.782017666846514,9.083211435936391,0,100,40
South Ludhiana,30.942950827581807,75.76388546270319,Fraud,43,0.09513308176537977,89.82774024829268,117.63377117458731,15.720422929152846,30.07683794829063,1.9659613678231835,61.27905514091253,6445.046956650913,13.770995130762458,7.488277326337993,30,80.20051230995989,40
Central Ludhiana,30.833592719305308,75.90700784327927,Assault,6,0.05856670540757478,98.82595740258694,81.48711640387774,32.946948336903006,18.351435540243983,1.739040996413678,69.85039114020765,8059.144900180399,14.343578624539077,9.445102715399116,25,87.10474395671604,39.63947675823615
South Ludhiana,30.957579659670593,75.74909624736756,Fraud,18,0.04886939081829042,42.79553733766079,78.57299852184951,31.501841908320785,29.96910735615529,1.4526994924526662,30.509597854688764,15778.684834949672,17.05007776618004,4.152505968231708,5,95.60317149593409,28.39827972556661
Central Ludhiana,30.988694366114213,75.87414569265675,Theft,38,0.016556256411131474,85.5118471570313,95.72029004339129,46.15091780666262,31.631701147416607,0.7090693634236231,72.46866540051997,19299.814430996776,18.73838798608631,3.698090815450996,6,93.80407832408538,40
South Ludhiana,30.841832419950517,75.88774300115183,Domestic Violence,44,0.014950810796581209,63.69450431317091,129.43853049073368,25.80290929414332,38.77474724315107,1.7213650032645091,53.44650617800653,12711.470844224095,25.296157239936292,4.869820277672261,16,94.32486791873337,40
West Ludhiana,30.98404452158138,75.9251010899432,Assault,33,0.08489859436638654,25.62333308160305,123.75107314437628,12.204568218439817,17.91213593329303,0.833619165350683,67.77628296986222,15674.09940995276,10.374223631806672,4.216233068145812,14,93.82432996339787,28.971521444008452
West Ludhiana,30.966600705962627,75.97556008961983,Fraud,12,0.03328408161178231,51.22150393202901,87.57788811344653,58.42734094709158,22.346099549904466,1.245066765230149,63.90843137167394,6457.975530065596,21.639410741627216,0.8387241326272488,1,99.80184555542432,36.480510108506685
Central Ludhiana,30.843666665349158,75.91058519457002,Theft,21,0.04909740071278066,91.75436574965715,92.72270635701716,50.639848238788545,10.891777139622718,0.5304809246445075,77.25015496369451,14255.362898111343,22.167538874782622,7.674822304397821,23,85.04071109474289,40
South Ludhiana,30.976290732016786,75.81445530320052,Fraud,11,0.07503823996288703,37.60577965527773,124.55346239730716,56.01182887563482,30.806075492873788,1.8615853819064796,60.45726130716503,19200.68007428199,10.727013596333563,4.717298378236592,3,93.500429022437,39.05248548373171
South Ludhiana,30.841032158583403,75.80394303749782,Fraud,38,0.059223642642609785,61.43672198057175,92.4774516839534,36.36418357724324,36.86574994586408,1.4740438635926694,37.4243445135653,7416.367470286787,14.362220978364348,3.974197276402265,4,100,31.749798648434755
North Ludhiana,30.97710670568049,75.8694576990325,Assault,18,0.04247097767191008,45.97131200134754,148.19541601464152,50.163357288111,26.265277339844033,1.1249863721895963,35.41281301993877,24435.21867506206,29.410463948734105,7.87179219070822,22,92.13658709376327,40
West Ludhiana,30.93021624838002,75.80536291156896,Assault,39,0.09511404084740208,69.21638900414109,78.72272599488497,27.445644398685545,20.761459436034784,1.8307414265582338,72.05626813694835,19244.269952178,17.394512314349413,6.472438133787364,22,92.15307606480081,36.1231140601728
South Ludhiana,30.841249823058025,75.71424464567099,Domestic Violence,49,0.08312158217420802,61.99981553480029,100.14821232762188,25.583103732205927,13.764472174225375,1.2646106225438416,27.703296774998307,5875.294418074191,16.58610271755606,5.00383990816772,21,92.63956498015608,34.57888949184306
South Ludhiana,30.883223927207293,75.86349642397836,Fraud,19,0.033461518182884904,59.714605528861284,87.1520827524364,51.920373984612525,15.947687563020736,1.270267188665457,73.99623909033835,16498.43425489962,28.724607625044882,5.642571195494384,30,84.15444193475078,40
North Ludhiana,30.877638240391388,75.9560296784155,Theft,10,0.04922805258072913,23.138827588409185,75.16189331654459,45.414231987670064,15.461400729836896,0.7631644419161603,65.44176908675581,10274.846507236362,27.77197452262044,9.643764859065413,9,87.99302305574588,35.8609449554953
North Ludhiana,30.801989014819267,75.84084942238405,Theft,25,0.042075879399199045,30.46425547450781,119.3951306398958,23.764709152746946,25.48997264006175,1.9043326267274097,39.40770155284554,5720.067266374826,24.431035513989627,7.912049589212984,28,75.83350485396667,34.44497326299163
Central Ludhiana,30.978170782793313,75.78488439577632,Theft,3,0.012021829122677446,63.60335003584623,133.37021968327463,12.658321056514978,9.524384560063481,1.175794581649825,48.600606452673674,9260.604102164507,22.05651451833546,3.9055819995701313,1,97.05649880538508,39.247752075900074
Central Ludhiana,30.94285469967872,75.80488511947915,Fraud,28,0.07345243647927419,25.467774011194706,87.78152491431683,54.730341783724725,22.931425044080243,0.7822765718447044,63.09035871177912,19074.964579194784,28.431027573533356,4.7421023063361645,24,88.59856672395321,32.186846505705695
Central Ludhiana,30.903203847585246,75.90121564287692,Fraud,7,0.014147094073705376,23.241756837815046,80.44991288334131,51.68882197700441,30.167730128159747,0.9971698027802631,53.037508516572416,21616.177023388445,15.51193336956203,7.463863098528236,8,98.28552501925087,33.31273639205109
East Ludhiana,30.837057561334223,75.89934705633205,Robbery,19,0.09569794515613467,93.6796191520989,72.71095311734825,59.08028481295332,20.053886706009507,1.2973787328228354,36.43332184292376,12629.07408643514,12.043553097173572,1.1399774462915957,12,87.85684186632335,33.03685601250876
West Ludhiana,30.990059154527263,75.74967941408977,Assault,18,0.09720319509273395,59.8177246004343,123.9513446809724,45.81584185594693,26.025755961891264,1.3411215951200575,64.75943780038506,11239.773016422987,17.55154358688742,1.459075401071459,26,80.84868249950381,39.6348872968791
South Ludhiana,30.884960066946224,75.76304646045901,Fraud,41,0.09082616780651734,48.354110680520535,50.603071064688265,34.34757754672319,23.008986555505544,1.1553896510740742,31.16910183802247,17514.201090671122,15.26465330272913,8.672522048000246,12,88.55191994570018,30.42728238919996
South Ludhiana,30.97808877355419,75.77884317922872,Assault,26,0.0862794323428534,38.880002312362194,79.59445274900645,44.53387724002823,12.66900113900192,1.6002238953951746,43.68342881090939,6036.053486168385,29.225932178087533,1.8849639617837965,10,98.20942286284425,32.01647834227261
Central Ludhiana,30.850153885222973,75.94685870560352,Domestic Violence,5,0.03850010894238949,38.105480056256056,143.36663314606994,23.443729502614588,20.53491068072617,1.756906770169735,31.059462507255375,13503.515776246786,26.002203142270446,7.762813335284591,20,84.18409280264625,40
Central Ludhiana,30.971678194962443,75.99595583768095,Fraud,10,0.06455703168408945,41.300730891525745,100.54755897726864,31.907059964723885,9.710121024399996,1.7590444781817496,72.04369905404747,10863.64470422268,20.971809974871576,0.515979053452611,18,95.61110043728046,36.24131228903218
South Ludhiana,30.928622576454654,75.93172693110537,Theft,21,0.04742695253808052,40.166862439364195,134.75508948322386,33.71508073993027,5.732651402940974,1.2979861117200926,79.15500764269382,14056.802880950272,13.849668079055846,4.638142662588507,12,90.52528884268223,34.91776304399922
South Ludhiana,30.829902851954103,75.99231979225297,Domestic Violence,27,0.027670260786544533,37.75081690400839,107.47713421005756,51.720096522476524,11.804884489392862,1.377910025883466,36.38444731477648,6552.121317945421,27.32092324178666,8.309452317189425,3,97.67891941632843,40
Central Ludhiana,30.82010162556544,75.97668614299036,Domestic Violence,43,0.03396439125994221,95.15295432880521,109.8353284643963,26.467868362087756,31.7003345512785,1.4347591284895316,58.08384189847857,10644.816923886538,14.493178366683424,1.8245753878727555,27,84.92969292997418,40
West Ludhiana,30.957566479826347,75.76543342713266,Fraud,39,0.07553901398088783,35.60313602909446,85.14302046969533,57.66151511576027,16.778365153586492,1.9520129439188167,45.96745558548719,11463.09127099812,25.71231411769986,0.5373823130503297,15,88.16707869498995,33.31499005202667
North Ludhiana,30.936123296944423,75.9442095269449,Robbery,23,0.058061623950488875,38.516475949436426,113.86791318655014,15.392422410659492,38.06378378183581,1.2072997130453587,74.28634944371879,8541.658446192741,29.302408038638532,3.8937256555072963,0,100,38.79188122210246
North Ludhiana,30.907346800807865,75.93254765395541,Theft,33,0.014686906889546663,86.42918197438121,145.90946761891246,12.45984437642619,5.3206728817895055,1.328230603481643,77.1041636960581,8568.875370547175,12.822924107313156,1.284796989057213,29,92.55809028588136,38.88963546191471
East Ludhiana,30.803764980705456,75.99924827537033,Robbery,40,0.03486013673245907,21.9731499068439,127.88780638948083,28.365476094186306,33.349217096110806,0.7745218526106328,34.15222267154604,5527.79349964112,17.497246712446213,4.325538815464824,5,98.47301676673904,31.009841343769633
West Ludhiana,30.98345312406309,75.76495458527934,Assault,14,0.08620667842915282,45.71263026446104,87.90251498576254,40.08830634644255,22.86958137410693,1.0565939444350079,56.300047314725816,9688.554247841239,15.703827305696905,3.655636382754892,12,100,34.571479964568525
North Ludhiana,30.89417098965496,75.78971936921589,Assault,43,0.03810945207253099,71.16071695461869,95.99654127378017,26.58726683817804,28.49324890994467,0.894216675311327,68.72445031069219,5348.146068863571,16.207814668305218,0.6939662620425224,14,100,31.56518649177308
West Ludhiana,30.83509803288616,75.8026778727537,Assault,23,0.06863123253686354,61.64138186722994,99.89363118074834,45.92107119038701,33.604396525770426,1.6582729914225638,50.269918837584555,12234.534653834999,18.217626018449664,0.014256271533668041,23,80.8832657738325,34.83279992040005
East Ludhiana,30.958286645961927,75.71114078382962,Robbery,37,0.0933645539241843,56.31479490548372,90.94843356870115,55.86067418567836,39.39887276967056,1.206442398717627,61.4035032549873,24404.87049985677,24.466029331088066,2.6615640078671277,8,95.80901787806364,40
South Ludhiana,30.905501869739965,75.94304940016009,Robbery,31,0.03502502471441404,87.12765431031585,125.15398641116917,16.830818112939596,22.95899903634563,0.930121686309576,33.65986390970647,9174.592643976212,12.715787230990827,3.9479563501663506,27,92.85778382769308,36.634058769901294
North Ludhiana,30.811965939588845,75.91239375795703,Assault,3,0.09023710393346847,39.419991448521614,132.83533116336912,10.68797180429101,29.82943407027051,1.7201612956123427,73.16782861016691,22417.245944961905,21.376941613852978,3.928405069746077,20,84.17649045217274,39.89125894848053
South Ludhiana,30.92890827753581,75.8335083924001,Theft,28,0.041105068828910594,65.32303366810083,126.08524523675442,52.10515090962872,35.43623217847198,1.353399499435909,26.480764066800475,7209.83465667814,14.275464527308941,0.44160121120512486,16,84.39376200481244,36.26242323672891
Central Ludhiana,30.954980418179183,75.87781799631193,Domestic Violence,4,0.06602220839122311,29.805535562336445,138.27140657231212,55.86668984265998,23.470566973555833,0.5775592958088964,24.076738515868783,14523.482751101255,24.038650044240057,1.7141914064995944,19,89.85537011429592,35.79088672108467
North Ludhiana,30.937670086091384,75.98105977990198,Robbery,34,0.025777480597607795,63.06036641821265,105.30570489354432,57.2806072793901,17.943517653038725,1.0992775367340073,55.57699840515852,12979.386886581779,29.183890214189887,9.472473834175617,29,83.90874551231998,40
South Ludhiana,30.931782846339047,75.80325291098562,Robbery,15,0.09658439348451793,34.61904235184193,56.07136490289122,55.24687372613698,37.54737054463476,1.6122220274992287,75.70355210453272,24099.3022127077,20.874504200182855,4.440563174430281,26,76.78716471106715,33.34927667966479
West Ludhiana,30.87298549441621,75.95956500745379,Assault,4,0.07040413221111522,31.61921314895153,94.4065724266693,56.64618819952011,24.5331340667326,0.6823127918178216,55.18791776616126,10586.292152293026,22.912170151248574,4.866852888371795,20,90.74309625845834,34.08592125332041
East Ludhiana,30.811127849901094,75.86798320484813,Assault,25,0.047754013875965035,31.653125174343586,53.496376890689135,32.09237498464063,9.44829355692491,0.5061736356001347,25.37575631402433,14666.181104257703,29.394498164765537,5.8779082098044455,4,98.84885050711978,27.262355671334362
East Ludhiana,30.994985411176458,75.7204683140386,Assault,12,0.02651087290141732,82.24694903939962,134.49235025327653,42.574465055949986,14.215407450683415,1.482086646836251,75.99004875402898,18674.651738256216,22.070340090431273,5.39988583419472,26,84.07532557659785,40
North Ludhiana,30.807742179743947,75.70405713324435,Assault,5,0.035597063181921844,33.02260706201196,115.53880341816694,48.7644279981032,15.426796068204567,1.6974035756429657,71.6595576191321,14067.443404346704,14.323824774473906,8.973970743827522,28,90.32117068181584,34.18199412429536
East Ludhiana,30.93627204452641,75.76515606269241,Robbery,33,0.01779860640410334,93.21583928540349,113.66089200600982,57.84783427603543,6.469490394229069,0.9680887352442369,40.84797214716673,11336.287697777152,28.590279584750533,9.037781371735036,17,92.59776582258685,40
South Ludhiana,30.823827229393647,75.98825568463653,Assault,13,0.0836198103777133,77.13089771568775,60.692632594145834,41.18600690504536,22.904031765647233,1.4434468150138855,62.54334755241871,6228.899862617254,28.192319348454475,2.236707452684641,0,100,38.16293104489985
West Ludhiana,30.825870655709878,75.75363354478031,Assault,24,0.07599943625973538,75.4331349208951,134.09733998123556,42.84682605881244,26.876727766357362,1.022878325660713,55.970058953389525,17271.844688802958,27.815958303399384,2.539000464603305,0,99.93525263490959,40
Central Ludhiana,30.93199236332439,75.92665767697618,Theft,27,0.022909133150242268,81.54678208753467,53.07284963782877,40.0411221338436,10.219233751995489,1.444645919953473,29.874644773080945,12615.032391622663,28.549253595992923,0.8981723943725228,17,91.06425422518349,35.45058094593647
Central Ludhiana,30.80153091638349,75.93579162454698,Fraud,25,0.052245031539350756,47.489410899579525,82.1949435165152,29.824232009705156,29.416001461213455,0.9579444468254223,47.61732609011233,12070.87095361203,17.299045347608626,7.347372304648161,11,86.49219651126255,31.456642124705983
